0.45410  	-0.1966  	0.14112  	0.37936  	0.53654  	0.58175  	0.00197  	-0.3286  	0.12329  	-0.3437  	-0.3531  	0.42123  	0.03777  	-0.7673  	-0.8021  	0.98980  	0.25533  	0.60697  	0.41767  	0.02994  	-0.0708  	0.32034  	0.23879  	0.32319  	-0.2292  	-0.0300  	-0.3688  	-0.7855  	-0.5891  	-0.1993  	0.16981  	0.32324  	0.10327  	-0.0531  	0.24372  	-0.1242  	0.42969  	0.15714  	-0.2651  	0.23094  	0.43464  	0.18934  	0.17487  	0.34212  	-0.0548  	-0.0602  	0.07389  	0.03994  	0.00403  	0.02863  	-0.0191  	0.01999  	-0.0444  	0.04751  	-0.0295  	-0.0205  	-0.0111  	-0.0022  	-0.0427  	0.02753  	-0.0018  	-0.0366  	0.06261  	-0.0047  	0.03555  	-0.2372  	-0.0353  	0.00382  	0.02743  	0.16178  	1.04003  	130.113  	104.273  	
0.45410  	-0.1966  	0.14112  	0.37936  	0.53654  	0.58175  	0.00197  	-0.3286  	0.12329  	-0.3437  	-0.3531  	0.42123  	0.03777  	-0.7673  	-0.8021  	0.98980  	0.25533  	0.60697  	0.41767  	0.02994  	-0.0708  	0.32034  	0.23879  	0.32319  	-0.2292  	-0.0300  	-0.3688  	-0.7855  	-0.5891  	-0.1993  	0.16981  	0.32324  	0.10327  	-0.0531  	0.24372  	-0.1242  	0.42969  	0.15714  	-0.2651  	0.23094  	0.43464  	0.18934  	0.17487  	0.34212  	-0.0548  	-0.0602  	0.07389  	0.03994  	0.00403  	0.02863  	-0.0191  	0.01999  	-0.0444  	0.04751  	-0.0295  	-0.0205  	-0.0111  	-0.0022  	-0.0427  	0.02753  	-0.0018  	-0.0366  	0.06261  	-0.0047  	0.03843  	-0.2325  	-0.0340  	0.00295  	0.02806  	0.14803  	1.04003  	130.113  	104.273  	
0.45410  	-0.1966  	0.14112  	0.37936  	0.53654  	0.58175  	0.00197  	-0.3286  	0.12329  	-0.3437  	-0.3531  	0.42123  	0.03777  	-0.7673  	-0.8021  	0.98980  	0.25533  	0.60697  	0.41767  	0.02994  	-0.0708  	0.32034  	0.23879  	0.32319  	-0.2292  	-0.0300  	-0.3688  	-0.7855  	-0.5891  	-0.1993  	0.16981  	0.32324  	0.10327  	-0.0531  	0.24372  	-0.1242  	0.42969  	0.15714  	-0.2651  	0.23094  	0.43464  	0.18934  	0.17487  	0.34212  	-0.0548  	-0.0602  	0.07389  	0.03994  	0.00403  	0.02863  	-0.0191  	0.01999  	-0.0444  	0.04751  	-0.0295  	-0.0205  	-0.0111  	-0.0022  	-0.0427  	0.02753  	-0.0018  	-0.0366  	0.06261  	-0.0047  	0.04091  	-0.2288  	-0.0330  	0.00210  	0.02853  	0.13648  	1.04003  	130.113  	104.273  	
0.45410  	-0.1966  	0.14112  	0.37936  	0.53654  	0.58175  	0.00197  	-0.3286  	0.12329  	-0.3437  	-0.3531  	0.42123  	0.03777  	-0.7673  	-0.8021  	0.98980  	0.25533  	0.60697  	0.41767  	0.02994  	-0.0708  	0.32034  	0.23879  	0.32319  	-0.2292  	-0.0300  	-0.3688  	-0.7855  	-0.5891  	-0.1993  	0.16981  	0.32324  	0.10327  	-0.0531  	0.24372  	-0.1242  	0.42969  	0.15714  	-0.2651  	0.23094  	0.43464  	0.18934  	0.17487  	0.34212  	-0.0548  	-0.0602  	0.07389  	0.03994  	0.00403  	0.02863  	-0.0191  	0.01999  	-0.0444  	0.04751  	-0.0295  	-0.0205  	-0.0111  	-0.0022  	-0.0427  	0.02753  	-0.0018  	-0.0366  	0.06261  	-0.0047  	0.04299  	-0.2260  	-0.0322  	0.00125  	0.02883  	0.12713  	1.04003  	130.113  	104.273  	
0.45410  	-0.1966  	0.14112  	0.37936  	0.53654  	0.58175  	0.00197  	-0.3286  	0.12329  	-0.3437  	-0.3531  	0.42123  	0.03777  	-0.7673  	-0.8021  	0.98980  	0.25533  	0.60697  	0.41767  	0.02994  	-0.0708  	0.32034  	0.23879  	0.32319  	-0.2292  	-0.0300  	-0.3688  	-0.7855  	-0.5891  	-0.1993  	0.16981  	0.32324  	0.10327  	-0.0531  	0.24372  	-0.1242  	0.42969  	0.15714  	-0.2651  	0.23094  	0.43464  	0.18934  	0.17487  	0.34212  	-0.0548  	-0.0602  	0.07389  	0.03994  	0.00403  	0.02863  	-0.0191  	0.01999  	-0.0444  	0.04751  	-0.0295  	-0.0205  	-0.0111  	-0.0022  	-0.0427  	0.02753  	-0.0018  	-0.0366  	0.06261  	-0.0047  	0.04467  	-0.2241  	-0.0315  	0.00041  	0.02897  	0.11998  	1.04003  	130.113  	104.273  	
-0.0302  	-0.3323  	-0.1910  	0.17344  	0.54731  	0.25499  	-0.0740  	-0.5498  	0.05452  	-0.1318  	-0.2764  	0.49238  	0.08386  	-0.9172  	-1.2227  	0.96541  	0.20394  	0.73617  	0.38245  	0.24799  	-0.4177  	0.25429  	0.09199  	0.21052  	-0.3759  	0.09470  	-0.7081  	-0.3650  	-0.3910  	-0.2364  	0.24289  	0.26900  	0.12332  	-0.0240  	0.02560  	0.00094  	0.12894  	0.01821  	-0.1333  	0.26564  	0.54395  	0.18518  	0.17852  	0.33244  	-0.0511  	-0.0648  	0.07819  	0.04874  	0.01451  	0.03536  	-0.0091  	0.01825  	-0.0442  	0.03373  	-0.0204  	-0.0249  	-0.0097  	0.00086  	-0.0253  	0.02101  	0.00501  	-0.0306  	0.05045  	0.00219  	0.04595  	-0.2232  	-0.0311  	-0.0004  	0.02895  	0.11504  	1.04003  	130.113  	104.273  	
-0.4224  	-0.5035  	-0.4962  	-0.1487  	0.53403  	-0.0149  	-0.0532  	-0.6636  	-0.0099  	-0.0546  	-0.1658  	0.39397  	-0.0152  	-1.1454  	-1.5906  	0.82339  	0.12410  	0.75008  	0.40932  	0.23268  	-0.6029  	0.26936  	0.09201  	0.13263  	-0.2943  	0.10719  	-0.8154  	-0.2442  	-0.2610  	-0.2337  	0.22959  	0.23963  	0.09838  	-0.0364  	-0.0379  	0.10103  	0.01650  	-0.0138  	-0.1067  	0.24329  	0.56147  	0.20802  	0.14509  	0.32753  	-0.0692  	-0.0690  	0.07476  	0.06699  	0.01980  	0.03435  	-0.0035  	0.00779  	-0.0557  	0.02897  	-0.0240  	-0.0393  	0.00629  	0.01042  	-0.0435  	0.02354  	0.00188  	-0.0414  	0.07089  	0.00741  	0.04684  	-0.2232  	-0.0308  	-0.0012  	0.02876  	0.11229  	1.04003  	130.113  	104.273  	
-0.5595  	-0.5080  	-0.4711  	-0.2340  	0.48649  	-0.0967  	-0.0273  	-0.5722  	-0.0203  	-0.0005  	-0.0828  	0.31620  	-0.0761  	-1.0930  	-1.5300  	0.64271  	0.19638  	0.70028  	0.41406  	0.23811  	-0.4049  	0.28079  	0.12402  	0.23299  	-0.2185  	0.06434  	-0.6624  	-0.4028  	-0.2707  	-0.2497  	0.20474  	0.20272  	0.08056  	-0.0259  	0.00135  	0.03559  	0.09304  	0.00281  	-0.1453  	0.30750  	0.48362  	0.20296  	0.11542  	0.32098  	-0.0515  	-0.0843  	0.09169  	0.04273  	-0.0127  	0.02344  	-0.0075  	0.01111  	-0.0482  	0.04310  	-0.0347  	-0.0424  	0.01125  	-0.0044  	-0.0473  	0.03433  	0.00191  	-0.0395  	0.06024  	-0.0023  	0.04714  	-0.2248  	-0.0307  	-0.0014  	0.02761  	0.11546  	1.04003  	130.113  	104.273  	
-0.4401  	-0.4596  	-0.3657  	-0.1814  	0.50124  	-0.0824  	-0.0073  	-0.5492  	-0.0276  	-0.0603  	-0.1271  	0.33955  	-0.0697  	-1.0485  	-1.3917  	0.63908  	0.24268  	0.66624  	0.42829  	0.21062  	-0.3740  	0.25934  	0.11453  	0.30245  	-0.2074  	0.04765  	-0.5749  	-0.4711  	-0.3354  	-0.2367  	0.17505  	0.21745  	0.08274  	-0.0276  	0.02017  	-0.0023  	0.17043  	0.02349  	-0.1759  	0.32049  	0.47237  	0.21752  	0.10661  	0.31739  	-0.0371  	-0.0715  	0.08747  	0.02548  	-0.0113  	0.01595  	-0.0188  	0.01449  	-0.0546  	0.04509  	-0.0402  	-0.0457  	0.00964  	-0.0077  	-0.0421  	0.02944  	0.00102  	-0.0334  	0.05904  	-0.0074  	0.04567  	-0.2269  	-0.0309  	-0.0023  	0.02739  	0.11913  	1.04003  	130.113  	104.273  	
-0.2720  	-0.3807  	-0.3174  	-0.0686  	0.49888  	0.10490  	-0.0528  	-0.5115  	-0.0228  	-0.1000  	-0.3152  	0.37505  	0.03081  	-0.9525  	-1.2515  	0.67679  	0.19955  	0.73373  	0.43548  	0.19215  	-0.4096  	0.28996  	0.15000  	0.23476  	-0.1891  	0.02270  	-0.5433  	-0.4201  	-0.2505  	-0.1861  	0.19084  	0.21416  	0.07818  	-0.0323  	0.02064  	0.01506  	0.13544  	0.02291  	-0.1587  	0.32893  	0.49452  	0.19770  	0.15059  	0.32716  	-0.0331  	-0.0713  	0.08310  	0.02414  	-0.0036  	0.01050  	-0.0109  	0.01155  	-0.0576  	0.04436  	-0.0341  	-0.0427  	0.01038  	-0.0083  	-0.0290  	0.02425  	-0.0034  	-0.0422  	0.05371  	-0.0094  	0.04539  	-0.2304  	-0.0313  	-0.0034  	0.02708  	0.11841  	1.04003  	130.113  	104.273  	
